custid,총구매액,구매건수,평균구매가격,구매브랜드종류,내점일수,주말방문비율,가을_구매건수,겨울_구매건수,봄_구매건수,여름_구매건수,아침_구매건수,점심_구매건수,주구매코너별여성비율등급,gender,pred_prob
104295,202770,9,22530,3,6,0.0,2.0,3.0,0.0,4.0,2.0,7.0,1,1,0.5075111
104198,4214371,17,247904,10,8,25.0,2.0,5.0,2.0,8.0,9.0,7.0,1,1,0.50736743
103822,7121582,50,142432,35,25,8.0,13.0,12.0,16.0,9.0,6.0,42.0,1,1,0.5073514
100869,4402430,41,107376,19,13,46.2,13.0,18.0,6.0,4.0,12.0,11.0,1,1,0.50728637
102345,381600,8,47700,7,7,42.9,1.0,3.0,1.0,3.0,2.0,6.0,1,1,0.5071138
103129,649600,6,108267,6,5,80.0,3.0,1.0,2.0,0.0,1.0,4.0,1,1,0.5067175
104899,2698799,78,34600,35,40,37.5,14.0,27.0,24.0,13.0,21.0,53.0,1,1,0.5066501
104144,1136188,14,81156,14,7,28.6,3.0,0.0,5.0,6.0,3.0,8.0,3,1,0.5064821
100812,6079330,56,108559,38,25,40.0,14.0,13.0,18.0,11.0,15.0,35.0,1,1,0.5063898
101339,2617900,41,63851,29,12,58.3,17.0,5.0,14.0,5.0,1.0,35.0,1,1,0.50634074
100394,5379950,167,32215,51,64,64.1,17.0,34.0,37.0,79.0,5.0,83.0,1,1,0.5061966
102028,507298,4,126824,4,3,66.7,1.0,0.0,0.0,3.0,2.0,2.0,1,1,0.5060089
104495,1879700,11,170882,10,9,55.6,4.0,3.0,3.0,1.0,2.0,4.0,5,1,0.50550497
100677,1548932,14,110638,11,7,14.3,5.0,0.0,5.0,4.0,8.0,5.0,5,1,0.5047832
101835,7920789,75,105611,22,41,34.1,18.0,20.0,19.0,18.0,26.0,48.0,1,1,0.5047096
104214,700298,22,31832,12,8,37.5,11.0,0.0,9.0,2.0,6.0,9.0,1,1,0.50419635
100122,574699,6,95783,4,5,0.0,3.0,1.0,1.0,1.0,0.0,5.0,1,1,0.5038854
101895,1846073,27,68373,15,19,31.6,3.0,11.0,6.0,7.0,5.0,21.0,1,1,0.50387573
101605,166000,4,41500,4,4,0.0,1.0,0.0,1.0,2.0,0.0,3.0,1,1,0.5034004
100266,5944600,52,114319,36,30,36.7,16.0,18.0,13.0,5.0,2.0,31.0,1,1,0.50338966
103721,2929419,42,69748,15,13,15.4,9.0,16.0,8.0,9.0,2.0,40.0,1,1,0.5032909
101537,6093598,32,190425,14,13,23.1,9.0,10.0,1.0,12.0,11.0,17.0,1,1,0.50261945
100766,104000,4,26000,2,2,0.0,0.0,1.0,3.0,0.0,0.0,4.0,1,1,0.5023849
100822,621039,9,69004,6,6,100.0,0.0,1.0,2.0,6.0,4.0,4.0,1,1,0.5023838
102883,9187122,52,176675,25,27,51.9,6.0,3.0,12.0,31.0,7.0,44.0,1,1,0.5022537
102906,2467450,13,189804,9,6,16.7,6.0,0.0,5.0,2.0,2.0,11.0,5,1,0.50211954
103909,6950906,42,165498,17,25,12.0,7.0,15.0,10.0,10.0,14.0,28.0,1,1,0.5019163
102955,3730000,20,186500,16,13,38.5,8.0,1.0,2.0,9.0,2.0,12.0,5,1,0.5015968
104803,5354172,92,58198,36,47,42.6,18.0,31.0,28.0,15.0,13.0,66.0,1,1,0.5015199
100166,3143900,39,80613,26,15,53.3,12.0,17.0,9.0,1.0,9.0,24.0,1,1,0.50145626
102292,358000,3,119333,3,3,33.3,0.0,3.0,0.0,0.0,0.0,3.0,1,1,0.50142145
104303,1292146,42,30765,19,20,45.0,10.0,4.0,9.0,19.0,8.0,18.0,1,1,0.5013192
101412,4364923,29,150515,20,13,15.4,0.0,12.0,13.0,4.0,1.0,27.0,1,1,0.50092053
100153,3530459,33,106984,16,12,25.0,8.0,3.0,3.0,19.0,16.0,14.0,1,1,0.5008455
104629,1161800,11,105618,10,8,75.0,1.0,4.0,3.0,3.0,3.0,5.0,3,1,0.500835
104244,2554629,21,121649,10,9,33.3,8.0,6.0,6.0,1.0,3.0,9.0,1,1,0.50046337
104948,2339200,20,116960,16,15,20.0,3.0,6.0,5.0,6.0,4.0,13.0,5,1,0.50038713
102262,532000,6,88667,5,4,25.0,2.0,2.0,2.0,0.0,2.0,4.0,1,1,0.5003312
101345,3552891,10,355289,10,4,50.0,0.0,1.0,2.0,7.0,0.0,4.0,1,1,0.5002842
101727,7888252,72,109559,16,36,19.4,22.0,16.0,15.0,19.0,14.0,55.0,1,1,0.5002704
103469,3288500,67,49082,42,35,45.7,7.0,39.0,17.0,4.0,9.0,35.0,3,1,0.5001419
101079,7508100,72,104279,44,43,46.5,20.0,20.0,11.0,21.0,12.0,36.0,1,1,0.5000437
100877,2493900,32,77934,25,11,81.8,5.0,5.0,13.0,9.0,13.0,17.0,1,0,0.49981326
102946,3329420,49,67947,27,20,25.0,11.0,16.0,5.0,17.0,2.0,46.0,1,0,0.49979678
100386,3429200,22,155873,18,15,33.3,9.0,1.0,9.0,3.0,5.0,14.0,1,0,0.4997449
102006,5337320,33,161737,28,13,53.8,1.0,11.0,17.0,4.0,14.0,15.0,3,0,0.4996956
102331,10692527,91,117500,45,49,18.4,20.0,22.0,23.0,26.0,24.0,65.0,1,0,0.4994325
100883,7108190,36,197450,26,12,50.0,8.0,4.0,22.0,2.0,4.0,15.0,1,0,0.4994206
102356,438200,4,109550,3,3,66.7,2.0,0.0,0.0,2.0,2.0,0.0,1,0,0.49927038
104367,5310800,59,90014,41,27,25.9,23.0,13.0,12.0,11.0,13.0,46.0,3,0,0.49916378
101786,3266670,34,96079,20,21,33.3,13.0,8.0,7.0,6.0,2.0,19.0,1,0,0.49916342
103101,2349331,38,61824,25,27,7.4,10.0,10.0,8.0,10.0,7.0,26.0,3,0,0.49882236
104465,6265856,51,122860,39,22,27.3,8.0,17.0,18.0,8.0,3.0,40.0,5,0,0.49843824
103249,10356438,39,265550,24,22,27.3,7.0,12.0,5.0,15.0,15.0,13.0,1,0,0.49818215
100792,1012000,7,144571,5,3,33.3,0.0,3.0,4.0,0.0,3.0,4.0,5,0,0.49695286
102833,404600,12,33717,6,5,20.0,3.0,0.0,5.0,4.0,0.0,8.0,1,0,0.49690917
100345,3512114,53,66266,35,35,60.0,6.0,13.0,17.0,17.0,5.0,36.0,1,0,0.49688858
100125,1427083,20,71354,10,13,38.5,2.0,6.0,9.0,3.0,3.0,17.0,1,0,0.4965829
101729,409800,9,45533,6,7,0.0,3.0,0.0,5.0,1.0,4.0,5.0,3,0,0.4962681
104994,3679946,43,85580,27,24,29.2,8.0,13.0,6.0,16.0,8.0,27.0,3,0,0.49598598
100701,12472827,98,127274,64,30,23.3,25.0,38.0,29.0,6.0,10.0,84.0,1,0,0.49550965
101736,6952317,70,99319,49,27,29.6,12.0,14.0,20.0,24.0,9.0,56.0,1,0,0.49540114
100540,1216000,5,243200,5,3,66.7,3.0,2.0,0.0,0.0,1.0,4.0,1,0,0.49477884
104969,3512577,48,73179,35,25,56.0,21.0,12.0,9.0,6.0,2.0,31.0,1,0,0.49432755
104689,1223000,9,135889,6,5,100.0,0.0,0.0,4.0,5.0,2.0,5.0,1,0,0.4940808
102578,6561810,48,136704,22,27,48.1,10.0,18.0,14.0,6.0,7.0,37.0,1,0,0.49407592
103677,8717871,88,99067,15,64,25.0,22.0,23.0,21.0,22.0,15.0,72.0,1,0,0.49345994
103503,710000,4,177500,3,4,50.0,0.0,3.0,1.0,0.0,0.0,4.0,5,0,0.4933327
104240,1052330,40,26308,27,28,7.1,13.0,7.0,3.0,17.0,2.0,29.0,5,0,0.4932841
103218,985000,18,54722,13,15,26.7,7.0,5.0,2.0,4.0,12.0,5.0,1,0,0.49296117
104791,2515857,51,49331,27,21,52.4,16.0,11.0,15.0,9.0,5.0,40.0,1,0,0.492818
103575,5447570,14,389112,12,6,50.0,5.0,8.0,1.0,0.0,2.0,4.0,1,0,0.49258786
101886,883920,8,110490,7,7,28.6,1.0,3.0,3.0,1.0,1.0,5.0,1,0,0.49250153
104754,2788700,34,82021,17,19,36.8,12.0,2.0,13.0,7.0,8.0,19.0,1,0,0.4923408
100901,194000,2,97000,2,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3,0,0.49189296
103636,5093820,24,212242,14,8,50.0,6.0,0.0,12.0,6.0,9.0,14.0,5,0,0.49171013
103987,5524700,82,67374,46,30,46.7,29.0,20.0,14.0,19.0,23.0,47.0,1,0,0.4914016
103828,3059090,36,84975,22,19,36.8,8.0,3.0,17.0,8.0,2.0,24.0,1,0,0.49113348
101641,3130335,19,164754,15,10,10.0,7.0,4.0,8.0,0.0,7.0,12.0,1,0,0.4908342
104945,4102236,35,117207,20,20,45.0,7.0,5.0,8.0,15.0,15.0,16.0,1,0,0.4908125
101024,1200800,8,150100,8,4,75.0,0.0,3.0,5.0,0.0,1.0,6.0,5,0,0.4907297
104880,55000,1,55000,1,1,100.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.49043584
101548,556000,5,111200,4,4,100.0,3.0,0.0,1.0,1.0,1.0,4.0,1,0,0.49033627
100409,880100,11,80009,11,11,54.5,1.0,0.0,0.0,10.0,2.0,5.0,3,0,0.49031666
100713,1007794,16,62987,10,8,50.0,3.0,1.0,2.0,10.0,10.0,6.0,1,0,0.49017242
101401,4249200,47,90409,37,22,22.7,19.0,6.0,7.0,15.0,7.0,37.0,1,0,0.49010786
101842,1114230,18,61902,12,9,66.7,2.0,9.0,5.0,2.0,6.0,8.0,1,0,0.4898105
101508,5784324,57,101479,32,22,63.6,25.0,7.0,21.0,4.0,22.0,35.0,1,0,0.48978955
104091,647300,10,64730,7,8,50.0,4.0,2.0,2.0,2.0,2.0,7.0,1,0,0.48968393
102504,1248726,39,32019,23,19,36.8,5.0,0.0,6.0,28.0,0.0,22.0,1,0,0.4894464
103188,1969109,19,103637,15,8,100.0,7.0,0.0,5.0,7.0,0.0,9.0,5,0,0.48931643
103522,2631800,11,239255,10,7,28.6,2.0,6.0,3.0,0.0,1.0,9.0,1,0,0.4887525
103973,3231118,37,87328,16,16,43.8,2.0,19.0,10.0,6.0,8.0,29.0,1,0,0.48843783
101070,11993399,57,210411,35,23,21.7,4.0,21.0,26.0,6.0,5.0,48.0,5,0,0.48797786
101650,4407000,39,113000,28,20,15.0,16.0,8.0,12.0,3.0,21.0,14.0,1,0,0.48796964
101430,1442000,5,288400,4,4,25.0,0.0,4.0,0.0,1.0,2.0,3.0,1,0,0.4874781
103260,8096852,140,57835,46,86,26.7,32.0,41.0,30.0,37.0,50.0,82.0,1,0,0.48724145
101869,6607399,84,78660,45,36,36.1,18.0,18.0,26.0,22.0,18.0,56.0,1,0,0.48692662
104883,5132010,24,213834,19,15,13.3,5.0,5.0,2.0,12.0,2.0,17.0,5,0,0.4868971
103731,1422472,28,50803,20,19,21.1,3.0,3.0,16.0,6.0,11.0,15.0,1,0,0.48687485
103348,72000,2,36000,2,1,100.0,0.0,0.0,0.0,2.0,0.0,2.0,5,0,0.48614067
104261,1194240,17,70249,16,11,0.0,3.0,9.0,2.0,3.0,10.0,7.0,1,0,0.48609796
103930,4450956,45,98910,19,24,16.7,12.0,7.0,12.0,14.0,8.0,24.0,1,0,0.4858148
104763,3219144,24,134131,18,19,47.4,8.0,4.0,6.0,6.0,4.0,16.0,1,0,0.48580113
104548,1440474,29,49672,19,20,45.0,6.0,9.0,9.0,5.0,3.0,17.0,1,0,0.48533714
100697,2484171,24,103507,6,19,15.8,9.0,8.0,6.0,1.0,9.0,15.0,1,0,0.48529452
104131,5813978,126,46143,24,41,51.2,18.0,37.0,33.0,38.0,21.0,100.0,1,0,0.48505628
100030,4331510,35,123757,26,16,50.0,5.0,11.0,16.0,3.0,0.0,25.0,1,0,0.48424572
103596,257000,3,85667,2,3,33.3,1.0,1.0,1.0,0.0,0.0,3.0,1,0,0.48367128
102750,654290,8,81786,6,5,20.0,5.0,0.0,1.0,2.0,2.0,6.0,1,0,0.4835492
100457,1674110,23,72787,18,12,41.7,1.0,5.0,12.0,5.0,1.0,20.0,1,0,0.48326245
100346,1036661,17,60980,8,11,81.8,2.0,5.0,9.0,1.0,3.0,14.0,1,0,0.4831856
104637,743391,26,28592,11,15,40.0,6.0,6.0,5.0,9.0,5.0,15.0,1,0,0.4831525
101331,2722200,11,247473,10,7,28.6,0.0,2.0,8.0,1.0,0.0,11.0,5,0,0.48303732
103783,2308560,37,62394,24,22,22.7,7.0,12.0,9.0,9.0,4.0,27.0,1,0,0.4829989
104359,1127900,41,27510,16,17,52.9,5.0,2.0,15.0,19.0,13.0,27.0,5,0,0.48289037
103216,13905783,184,75575,56,63,22.2,23.0,67.0,36.0,58.0,26.0,145.0,1,0,0.4828431
102585,2722052,9,302450,7,5,60.0,1.0,0.0,2.0,6.0,0.0,5.0,1,0,0.48278
104869,1547510,20,77376,19,15,26.7,7.0,2.0,3.0,8.0,3.0,16.0,1,0,0.482746
100466,450100,5,90020,5,4,100.0,0.0,1.0,2.0,2.0,0.0,3.0,1,0,0.48262525
101935,586100,15,39073,10,8,37.5,1.0,3.0,5.0,6.0,7.0,7.0,5,0,0.48220965
104960,1181000,10,118100,7,4,50.0,0.0,0.0,10.0,0.0,0.0,10.0,3,0,0.4821747
102850,761500,6,126917,5,4,25.0,1.0,3.0,0.0,2.0,1.0,4.0,1,0,0.48203233
104385,2708155,24,112840,14,12,8.3,0.0,0.0,3.0,21.0,2.0,21.0,1,0,0.48177165
102423,1531414,54,28360,17,31,35.5,10.0,14.0,14.0,16.0,13.0,41.0,1,0,0.4816807
102559,3369624,40,84241,29,28,32.1,9.0,6.0,16.0,9.0,22.0,16.0,5,0,0.48142034
102391,7927274,81,97868,42,53,35.8,14.0,25.0,23.0,19.0,1.0,60.0,1,0,0.48135522
103809,474400,6,79067,4,4,25.0,3.0,0.0,0.0,3.0,3.0,3.0,5,0,0.48126662
103135,2349400,16,146838,15,12,50.0,7.0,1.0,3.0,5.0,2.0,6.0,1,0,0.48120594
104542,4738886,75,63185,45,28,17.9,23.0,10.0,27.0,15.0,36.0,38.0,1,0,0.48108235
101542,3245590,16,202849,11,8,37.5,3.0,1.0,6.0,6.0,3.0,10.0,3,0,0.48100406
104572,949613,10,94961,10,8,25.0,0.0,2.0,2.0,6.0,3.0,7.0,5,0,0.48075232
100887,960690,20,48034,10,11,45.5,3.0,2.0,4.0,11.0,4.0,15.0,1,0,0.4806925
102486,170000,2,85000,2,2,0.0,1.0,1.0,0.0,0.0,2.0,0.0,5,0,0.4806716
100981,1966521,42,46822,19,25,36.0,12.0,4.0,8.0,18.0,25.0,16.0,1,0,0.48058847
104601,23300733,213,109393,72,110,36.4,49.0,59.0,70.0,35.0,8.0,133.0,1,0,0.48040956
103802,846520,19,44554,16,11,36.4,3.0,1.0,9.0,6.0,4.0,13.0,1,0,0.48031405
104048,548734,11,49885,7,9,77.8,4.0,1.0,5.0,1.0,1.0,7.0,3,0,0.48023283
104200,120000,4,30000,1,3,100.0,1.0,1.0,0.0,2.0,0.0,4.0,1,0,0.4797866
101774,3125655,13,240435,5,7,28.6,0.0,5.0,8.0,0.0,2.0,11.0,1,0,0.47974336
103326,526500,10,52650,8,5,60.0,0.0,2.0,8.0,0.0,0.0,8.0,1,0,0.47943145
102777,2022066,39,51848,18,19,5.3,15.0,9.0,9.0,6.0,9.0,29.0,1,0,0.47943145
104058,2292000,12,191000,5,9,22.2,4.0,4.0,3.0,1.0,2.0,5.0,1,0,0.4788123
100779,5807169,44,131981,23,20,50.0,8.0,17.0,14.0,5.0,0.0,25.0,1,0,0.47878358
101720,5276900,38,138866,27,17,23.5,16.0,6.0,6.0,10.0,16.0,19.0,1,0,0.4785658
102100,17956432,79,227297,45,25,20.0,12.0,0.0,33.0,34.0,27.0,52.0,5,0,0.47855562
100589,15877520,74,214561,26,29,51.7,23.0,23.0,17.0,11.0,16.0,48.0,1,0,0.47849953
100818,28000,1,28000,1,1,100.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0.47833332
101065,10290663,93,110652,47,49,22.4,23.0,32.0,12.0,26.0,21.0,59.0,1,0,0.4782458
103592,2394120,16,149632,12,12,91.7,6.0,3.0,3.0,4.0,2.0,12.0,1,0,0.478172
103860,1388500,28,49589,13,19,57.9,7.0,5.0,9.0,7.0,1.0,22.0,1,0,0.47798893
102631,1024800,20,51240,13,10,70.0,1.0,7.0,12.0,0.0,1.0,11.0,5,0,0.47774032
102165,447377,13,34414,10,10,30.0,3.0,3.0,2.0,5.0,2.0,2.0,5,0,0.47757486
100424,969150,11,88105,8,7,57.1,2.0,1.0,1.0,7.0,3.0,8.0,1,0,0.47753385
101287,2688806,40,67220,25,23,34.8,15.0,12.0,8.0,5.0,1.0,30.0,1,0,0.47707075
104761,3235000,37,87432,20,22,40.9,9.0,8.0,8.0,12.0,6.0,20.0,3,0,0.47700012
101680,1677823,26,64532,9,19,84.2,3.0,5.0,9.0,9.0,4.0,13.0,1,0,0.476848
104271,1771800,24,73825,19,17,47.1,5.0,8.0,10.0,1.0,7.0,15.0,1,0,0.4766897
102607,2208558,29,76157,17,13,23.1,6.0,4.0,10.0,9.0,7.0,21.0,1,0,0.4763876
104219,1843500,22,83795,9,15,60.0,6.0,7.0,9.0,0.0,5.0,16.0,1,0,0.47610077
100319,2122265,18,117904,14,8,100.0,8.0,9.0,0.0,1.0,5.0,13.0,1,0,0.4756647
104740,577160,9,64129,6,8,25.0,1.0,2.0,3.0,3.0,1.0,7.0,5,0,0.47512513
100286,8545923,137,62379,53,81,22.2,27.0,37.0,35.0,38.0,64.0,62.0,1,0,0.47501805
103264,2110715,26,81181,18,14,21.4,6.0,3.0,5.0,12.0,9.0,17.0,1,0,0.4749537
104092,577400,11,52491,9,8,50.0,3.0,1.0,2.0,5.0,1.0,7.0,3,0,0.4749119
100673,452769,14,32341,4,6,33.3,0.0,4.0,8.0,2.0,3.0,9.0,1,0,0.47486016
102392,6651908,96,69291,44,47,25.5,33.0,10.0,15.0,38.0,4.0,71.0,3,0,0.4745579
101304,6576200,37,177735,27,18,61.1,11.0,14.0,9.0,3.0,5.0,19.0,1,0,0.47376814
102531,4614169,116,39777,37,47,25.5,37.0,21.0,25.0,33.0,52.0,38.0,1,0,0.47352934
104657,433920,9,48213,7,5,40.0,0.0,1.0,6.0,2.0,0.0,7.0,5,0,0.47350934
104766,6132452,52,117932,38,20,50.0,21.0,5.0,8.0,18.0,11.0,30.0,3,0,0.47341335
104569,747705,16,46732,9,9,22.2,1.0,1.0,2.0,12.0,3.0,11.0,1,0,0.47306755
104619,3169185,19,166799,11,14,21.4,4.0,2.0,7.0,6.0,2.0,16.0,5,0,0.47293708
101266,5135519,31,165662,17,14,35.7,12.0,0.0,11.0,8.0,6.0,15.0,1,0,0.47252294
100515,6330705,18,351706,14,13,23.1,4.0,2.0,9.0,3.0,6.0,11.0,1,0,0.47225314
104755,1743482,23,75804,16,14,50.0,4.0,4.0,4.0,11.0,3.0,19.0,1,0,0.4721227
104419,387000,4,96750,4,3,33.3,0.0,1.0,3.0,0.0,0.0,3.0,5,0,0.47128442
101178,869200,8,108650,7,7,85.7,1.0,1.0,5.0,1.0,1.0,7.0,3,0,0.47124735
102475,1412100,26,54312,19,15,73.3,9.0,3.0,8.0,6.0,5.0,18.0,1,0,0.47099957
104936,4542609,29,156642,26,15,33.3,1.0,2.0,3.0,23.0,1.0,27.0,1,0,0.47096384
104598,1963383,52,37757,14,35,25.7,13.0,7.0,9.0,23.0,2.0,21.0,1,0,0.4708674
100379,3205700,33,97142,25,18,33.3,3.0,2.0,17.0,11.0,4.0,28.0,5,0,0.47061464
104389,371100,4,92775,4,3,33.3,1.0,2.0,0.0,1.0,3.0,0.0,1,0,0.4706084
101238,739000,4,184750,4,4,75.0,1.0,0.0,2.0,1.0,0.0,3.0,5,0,0.4705991
103940,1291381,23,56147,14,12,66.7,6.0,7.0,6.0,4.0,7.0,13.0,1,0,0.47059166
100854,1218633,40,30466,16,17,17.6,7.0,4.0,13.0,16.0,8.0,31.0,1,0,0.47048414
104698,29000,1,29000,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0.47034344
100432,11595107,79,146774,41,36,22.2,13.0,12.0,23.0,31.0,22.0,52.0,5,0,0.47017318
100354,607000,9,67444,7,7,28.6,4.0,1.0,2.0,2.0,1.0,5.0,5,0,0.4690934
100772,1842600,28,65807,16,15,46.7,10.0,7.0,9.0,2.0,4.0,16.0,1,0,0.4686344
102453,1258884,16,78680,11,11,27.3,1.0,4.0,7.0,4.0,8.0,8.0,1,0,0.4684671
101503,1754150,35,50119,15,9,33.3,10.0,0.0,3.0,22.0,0.0,24.0,5,0,0.46841896
103441,436900,8,54612,7,4,50.0,1.0,0.0,1.0,6.0,2.0,6.0,1,0,0.46836853
100436,973400,12,81117,12,7,28.6,4.0,1.0,7.0,0.0,4.0,8.0,3,0,0.46755123
102214,12977637,141,92040,60,47,51.1,25.0,36.0,62.0,18.0,49.0,64.0,5,0,0.46740952
103220,1881800,17,110694,9,11,27.3,3.0,10.0,0.0,4.0,4.0,6.0,1,0,0.467323
100107,1541974,26,59307,9,21,42.9,4.0,5.0,8.0,9.0,7.0,17.0,1,0,0.46715578
103296,456565,14,32612,7,8,62.5,2.0,2.0,8.0,2.0,7.0,2.0,1,0,0.46712726
100965,1301500,24,54229,21,9,55.6,0.0,3.0,21.0,0.0,1.0,21.0,1,0,0.46709982
101353,3875925,34,113998,11,19,52.6,4.0,12.0,7.0,11.0,15.0,17.0,1,0,0.4667264
104053,2064720,12,172060,11,6,50.0,2.0,4.0,4.0,2.0,0.0,12.0,5,0,0.46670884
104841,1246254,21,59345,15,10,60.0,3.0,6.0,6.0,6.0,2.0,19.0,1,0,0.46659955
104442,3825714,46,83168,27,24,8.3,8.0,18.0,9.0,11.0,2.0,36.0,1,0,0.46578002
104355,1682500,9,186944,9,3,33.3,0.0,0.0,9.0,0.0,2.0,7.0,1,0,0.46567237
102311,3532294,38,92955,19,22,40.9,7.0,6.0,8.0,17.0,5.0,29.0,1,0,0.4654408
100896,630100,12,52508,9,9,22.2,4.0,1.0,3.0,4.0,2.0,10.0,5,0,0.4651876
103905,580984,12,48415,9,6,50.0,11.0,1.0,0.0,0.0,0.0,7.0,1,0,0.46487954
101143,317600,11,28873,6,7,14.3,3.0,3.0,1.0,4.0,2.0,5.0,1,0,0.464578
104995,1745665,21,83127,16,7,71.4,2.0,0.0,2.0,17.0,2.0,18.0,1,0,0.46427584
100162,6907490,98,70485,65,43,16.3,26.0,20.0,17.0,35.0,11.0,40.0,1,0,0.464242
104417,1391702,33,42173,23,19,26.3,8.0,7.0,9.0,9.0,8.0,12.0,1,0,0.46420994
102839,3282473,37,88715,23,17,35.3,2.0,0.0,13.0,22.0,11.0,22.0,1,0,0.4640377
104574,1217700,11,110700,6,10,0.0,4.0,3.0,2.0,2.0,3.0,8.0,1,0,0.4636094
102789,2460000,7,351429,7,3,100.0,0.0,3.0,4.0,0.0,0.0,2.0,1,0,0.46321455
100769,1385000,6,230833,6,4,25.0,2.0,2.0,2.0,0.0,1.0,5.0,5,0,0.4630599
103226,783060,8,97882,3,5,0.0,4.0,0.0,2.0,2.0,2.0,2.0,1,0,0.46304673
101004,1534300,6,255717,4,4,25.0,4.0,0.0,0.0,2.0,0.0,2.0,3,0,0.46271494
101411,1681500,13,129346,11,8,75.0,5.0,1.0,4.0,3.0,4.0,6.0,1,0,0.46271038
101038,4517355,29,155771,22,20,20.0,7.0,8.0,9.0,5.0,4.0,24.0,1,0,0.4626954
103926,893400,52,17181,19,15,46.7,1.0,0.0,45.0,6.0,29.0,23.0,5,0,0.46257728
102944,2160278,36,60008,22,19,36.8,3.0,15.0,3.0,15.0,15.0,12.0,1,0,0.46245995
104283,4122008,59,69865,29,34,23.5,13.0,11.0,12.0,23.0,7.0,35.0,1,0,0.4622467
103490,1103000,5,220600,4,2,50.0,4.0,0.0,1.0,0.0,2.0,2.0,1,0,0.4618911
102217,138000,3,46000,3,3,33.3,1.0,1.0,1.0,0.0,0.0,3.0,1,0,0.46174264
102058,1460900,19,76889,14,10,50.0,2.0,0.0,6.0,11.0,2.0,13.0,5,0,0.46154362
103504,767300,7,109614,7,4,50.0,0.0,0.0,3.0,4.0,0.0,7.0,5,0,0.46105894
104309,4821361,64,75334,16,31,96.8,23.0,12.0,9.0,20.0,50.0,11.0,1,0,0.46078974
104115,8784779,108,81341,54,39,10.3,26.0,16.0,39.0,27.0,23.0,69.0,1,0,0.46056756
104190,4847300,36,134647,23,16,62.5,8.0,12.0,11.0,5.0,4.0,24.0,1,0,0.46051902
100263,743200,11,67564,11,6,66.7,3.0,0.0,3.0,5.0,4.0,7.0,1,0,0.46051624
104074,3612763,59,61233,22,43,18.6,18.0,17.0,7.0,17.0,12.0,42.0,1,0,0.4603302
102664,3418740,41,83384,20,13,30.8,14.0,4.0,23.0,0.0,9.0,26.0,1,0,0.4601085
104204,908138,10,90814,5,2,50.0,0.0,0.0,0.0,10.0,0.0,5.0,5,0,0.45902297
104292,141000,3,47000,3,2,50.0,0.0,0.0,1.0,2.0,1.0,2.0,5,0,0.4589563
104643,6012585,52,115627,25,30,23.3,16.0,7.0,13.0,16.0,6.0,39.0,1,0,0.45892283
103462,1455000,15,97000,11,10,70.0,2.0,0.0,2.0,11.0,4.0,8.0,1,0,0.45885217
104166,5068944,54,93869,23,34,17.6,15.0,25.0,8.0,6.0,10.0,38.0,5,0,0.4587896
104119,2517478,32,78671,18,20,40.0,11.0,11.0,6.0,4.0,12.0,6.0,1,0,0.45863983
103086,692000,7,98857,4,5,80.0,4.0,2.0,1.0,0.0,2.0,3.0,1,0,0.45837453
101788,1786400,26,68708,19,16,25.0,3.0,7.0,8.0,8.0,5.0,17.0,3,0,0.4580997
100105,583000,3,194333,3,2,50.0,0.0,0.0,1.0,2.0,2.0,1.0,1,0,0.45744553
104863,175000,2,87500,1,2,100.0,1.0,1.0,0.0,0.0,0.0,2.0,1,0,0.45716363
102427,2344085,23,101917,11,15,40.0,9.0,2.0,9.0,3.0,8.0,13.0,1,0,0.45713106
101957,2577644,21,122745,12,9,0.0,2.0,0.0,12.0,7.0,13.0,5.0,1,0,0.45621255
104257,601400,4,150350,4,4,0.0,1.0,1.0,0.0,2.0,1.0,3.0,5,0,0.45599183
101858,4489990,58,77414,25,28,50.0,13.0,6.0,4.0,35.0,15.0,30.0,1,0,0.4557961
100685,534800,11,48618,5,6,16.7,10.0,0.0,0.0,1.0,1.0,5.0,5,0,0.4557512
103372,1546985,19,81420,10,13,23.1,2.0,9.0,2.0,6.0,2.0,13.0,1,0,0.45532158
100960,561706,10,56171,5,8,62.5,3.0,6.0,1.0,0.0,1.0,6.0,1,0,0.45530626
103591,2757046,43,64117,8,28,46.4,14.0,10.0,6.0,13.0,27.0,16.0,1,0,0.45429093
100870,1483480,12,123623,8,3,66.7,10.0,0.0,0.0,2.0,0.0,2.0,1,0,0.45424196
101422,508020,10,50802,8,2,50.0,0.0,0.0,10.0,0.0,0.0,10.0,1,0,0.45423546
100806,482200,10,48220,7,8,50.0,3.0,1.0,0.0,6.0,1.0,6.0,1,0,0.45420635
103829,9388952,97,96793,64,55,3.6,44.0,19.0,4.0,30.0,34.0,21.0,1,0,0.4539601
102472,1282099,18,71228,8,15,33.3,2.0,7.0,3.0,6.0,7.0,10.0,1,0,0.453929
101393,239590,5,47918,3,5,60.0,1.0,0.0,2.0,2.0,0.0,3.0,1,0,0.4539231
102422,1101568,16,68848,12,12,66.7,4.0,8.0,2.0,2.0,5.0,9.0,1,0,0.45391172
103081,1542800,12,128567,11,6,16.7,5.0,2.0,2.0,3.0,4.0,3.0,1,0,0.4538169
